-181.374, 17.980, 7.652, 17.550
-181.374, 17.596, 7.689, 17.600
-181.373, 17.210, 7.727, 17.650
-181.372, 16.822, 7.765, 17.700
-181.372, 16.433, 7.803, 17.750
-181.371, 16.041, 7.842, 17.800
-181.370, 15.648, 7.881, 17.850
-181.369, 15.253, 7.919, 17.900
-181.369, 14.855, 7.959, 17.950
-181.368, 14.456, 7.998, 18.000
-181.367, 14.055, 8.038, 18.050
-181.366, 13.652, 8.078, 18.100
-181.366, 13.246, 8.118, 18.150
-181.365, 12.839, 8.158, 18.200
-181.364, 12.430, 8.199, 18.250
-181.363, 12.018, 8.240, 18.300
-181.362, 11.605, 8.281, 18.350
-181.362, 11.190, 8.322, 18.400
-181.361, 10.772, 8.364, 18.450
-181.360, 10.353, 8.406, 18.500
-181.359, 9.931, 8.448, 18.550
-181.358, 9.507, 8.490, 18.600
-181.357, 9.081, 8.532, 18.650
-181.356, 8.653, 8.575, 18.700
-181.355, 8.223, 8.617, 18.750
-181.354, 7.791, 8.661, 18.800
-181.353, 7.356, 8.704, 18.850
-181.352, 6.919, 8.748, 18.900
-181.351, 6.481, 8.792, 18.950
-181.350, 6.039, 8.835, 19.000
-181.349, 5.596, 8.880, 19.050
-181.348, 5.151, 8.924, 19.100
-181.347, 4.703, 8.969, 19.150
-181.346, 4.253, 9.014, 19.200
-181.345, 3.801, 9.059, 19.250
-181.344, 3.346, 9.104, 19.300
-181.343, 2.890, 9.150, 19.350
-181.341, 2.431, 9.196, 19.400
-181.340, 1.969, 9.242, 19.450
-181.339, 1.506, 9.288, 19.500
-181.338, 1.040, 9.334, 19.550
-181.337, 0.571, 9.381, 19.600
-181.335, 0.101, 9.429, 19.650
-181.334, -0.372, 9.476, 19.700
-181.333, -0.848, 9.524, 19.750
-181.331, -1.326, 9.571, 19.800
-181.330, -1.806, 9.619, 19.850
-181.329, -2.288, 9.668, 19.900
-181.327, -2.773, 9.716, 19.950
-181.326, -3.261, 9.765, 20.000
-181.325, -3.751, 9.814, 20.050
-181.323, -4.243, 9.863, 20.100
-181.322, -4.738, 9.912, 20.150
-181.320, -5.235, 9.962, 20.200
-181.319, -5.735, 10.012, 20.250
-181.317, -6.237, 10.063, 20.300
-181.316, -6.742, 10.113, 20.350
-181.314, -7.249, 10.164, 20.400
-181.313, -7.759, 10.215, 20.450
-181.311, -8.272, 10.266, 20.500
-181.309, -8.787, 10.318, 20.550
-181.308, -9.305, 10.369, 20.600
-181.306, -9.825, 10.421, 20.650
-181.304, -10.348, 10.474, 20.700
-181.303, -10.873, 10.526, 20.750
-181.301, -11.401, 10.579, 20.800
-181.299, -11.932, 10.632, 20.850
-181.298, -12.465, 10.686, 20.900
-181.296, -13.001, 10.739, 20.950
-181.294, -13.540, 10.793, 21.000
-181.292, -14.082, 10.847, 21.050
-181.290, -14.626, 10.902, 21.100
-181.288, -15.173, 10.957, 21.150
-181.286, -15.722, 11.012, 21.200
-181.284, -16.275, 11.067, 21.250
-181.283, -16.830, 11.123, 21.300
-181.281, -17.388, 11.179, 21.350
-181.279, -17.949, 11.235, 21.400
-181.276, -18.513, 11.291, 21.450
-181.274, -19.079, 11.348, 21.500
-181.271, -19.648, 11.404, 21.550
-181.268, -20.220, 11.462, 21.600
-181.265, -20.795, 11.520, 21.650
-181.263, -21.373, 11.578, 21.700
-181.260, -21.954, 11.637, 21.750
-181.257, -22.538, 11.696, 21.800
-181.254, -23.125, 11.755, 21.850
-181.252, -23.715, 11.815, 21.900
-181.249, -24.307, 11.875, 21.950
-181.247, -24.903, 11.935, 22.000
-181.244, -25.502, 11.996, 22.050
-181.242, -26.104, 12.057, 22.100
-181.239, -26.709, 12.118, 22.150
-181.236, -27.317, 12.180, 22.200
-181.234, -27.928, 12.242, 22.250
-181.231, -28.542, 12.304, 22.300
-181.229, -29.159, 12.366, 22.350
-181.226, -29.780, 12.429, 22.400
-181.223, -30.403, 12.492, 22.450
-181.221, -31.030, 12.556, 22.500
-181.218, -31.660, 12.620, 22.550
-181.215, -32.293, 12.683, 22.600
-181.213, -32.930, 12.748, 22.650
-181.210, -33.569, 12.813, 22.700
-181.207, -34.212, 12.878, 22.750
-181.204, -34.858, 12.943, 22.800
-181.201, -35.507, 13.009, 22.850
-181.198, -36.160, 13.075, 22.900
-181.195, -36.816, 13.141, 22.950
-181.192, -37.475, 13.208, 23.000
-181.189, -38.138, 13.274, 23.050
-181.186, -38.804, 13.341, 23.100
-181.183, -39.473, 13.409, 23.150
-181.180, -40.146, 13.477, 23.200
-181.177, -40.822, 13.545, 23.250
-181.174, -41.502, 13.614, 23.300
-181.171, -42.185, 13.682, 23.350
-181.167, -42.871, 13.752, 23.400
-181.164, -43.561, 13.821, 23.450
-181.161, -44.255, 13.891, 23.500
-181.157, -44.951, 13.961, 23.550
-181.154, -45.652, 14.032, 23.600
-181.150, -46.356, 14.103, 23.650
-181.147, -47.063, 14.174, 23.700
-181.143, -47.775, 14.245, 23.750
-181.140, -48.489, 14.317, 23.800
-181.136, -49.208, 14.390, 23.850
-181.133, -49.929, 14.462, 23.900
-181.129, -50.655, 14.535, 23.950
-181.125, -51.384, 14.609, 24.000
-181.121, -52.117, 14.682, 24.050
-181.118, -52.854, 14.756, 24.100
-181.112, -53.594, 14.830, 24.150
-181.107, -54.338, 14.905, 24.200
-181.102, -55.086, 14.980, 24.250
-181.098, -55.837, 15.056, 24.300
-181.093, -56.593, 15.132, 24.350
-181.089, -57.352, 15.208, 24.400
-181.085, -58.115, 15.285, 24.450
-181.080, -58.882, 15.362, 24.500
-181.076, -59.653, 15.439, 24.550
-181.071, -60.427, 15.517, 24.600
-181.067, -61.206, 15.595, 24.650
-181.063, -61.988, 15.674, 24.700
-181.058, -62.774, 15.753, 24.750
-181.054, -63.565, 15.832, 24.800
-181.050, -64.359, 15.912, 24.850
-181.045, -65.157, 15.992, 24.900
-181.040, -65.960, 16.073, 24.950
-181.036, -66.766, 16.154, 25.000
-181.031, -67.576, 16.235, 25.050
-181.026, -68.391, 16.316, 25.100
-181.022, -69.210, 16.398, 25.150
-181.017, -70.032, 16.481, 25.200
-181.012, -70.859, 16.564, 25.250
-181.007, -71.690, 16.647, 25.300
-181.002, -72.525, 16.731, 25.350
-180.997, -73.365, 16.815, 25.400
-180.991, -74.208, 16.900, 25.450
-180.986, -75.056, 16.985, 25.500
-180.981, -75.908, 17.070, 25.550
-180.976, -76.765, 17.156, 25.600
-180.970, -77.625, 17.243, 25.650
-180.965, -78.491, 17.329, 25.700
-180.959, -79.360, 17.417, 25.750
-180.954, -80.234, 17.504, 25.800
-180.948, -81.112, 17.592, 25.850
-180.942, -81.995, 17.681, 25.900
-180.936, -82.882, 17.770, 25.950
-180.931, -83.773, 17.859, 26.000
-180.925, -84.669, 17.949, 26.050
-180.919, -85.570, 18.039, 26.100
-180.913, -86.475, 18.130, 26.150
-180.907, -87.384, 18.220, 26.200
-180.900, -88.298, 18.303, 26.250
-180.894, -89.215, 18.352, 26.300
-180.888, -90.132, 18.355, 26.350
-180.882, -91.048, 18.321, 26.400
-180.875, -91.961, 18.268, 26.450
-180.869, -92.872, 18.205, 26.500
-180.863, -93.779, 18.138, 26.550
-180.856, -94.683, 18.073, 26.600
-180.850, -95.583, 18.009, 26.650
-180.843, -96.481, 17.947, 26.700
-180.837, -97.376, 17.887, 26.750
-180.830, -98.268, 17.830, 26.800
-180.824, -99.158, 17.774, 26.850
-180.817, -100.044, 17.721, 26.900
-180.811, -100.928, 17.668, 26.950
-180.804, -101.810, 17.617, 27.000
-180.797, -102.689, 17.566, 27.050
-180.791, -103.566, 17.516, 27.100
-180.784, -104.440, 17.467, 27.150
-180.777, -105.312, 17.419, 27.200
-180.771, -106.181, 17.371, 27.250
-180.764, -107.048, 17.324, 27.300
-180.757, -107.912, 17.277, 27.350
-180.750, -108.775, 17.230, 27.400
-180.744, -109.635, 17.184, 27.450
-180.737, -110.492, 17.138, 27.500
-180.729, -111.348, 17.093, 27.550
-180.722, -112.201, 17.048, 27.600
-180.714, -113.052, 17.003, 27.650
-180.707, -113.900, 16.958, 27.700
-180.700, -114.747, 16.914, 27.750
-180.692, -115.591, 16.869, 27.800
-180.685, -116.433, 16.825, 27.850
-180.677, -117.273, 16.781, 27.900
-180.670, -118.110, 16.738, 27.950
-180.663, -118.946, 16.694, 28.000
-180.656, -119.779, 16.651, 28.050
-180.649, -120.610, 16.608, 28.100
-180.641, -121.439, 16.565, 28.150
-180.634, -122.266, 16.522, 28.200
-180.627, -123.090, 16.480, 28.250
-180.620, -123.913, 16.437, 28.300
-180.613, -124.733, 16.395, 28.350
-180.606, -125.552, 16.353, 28.400
-180.599, -126.368, 16.311, 28.450
-180.591, -127.182, 16.269, 28.500
-180.584, -127.994, 16.227, 28.550
-180.577, -128.804, 16.186, 28.600
-180.570, -129.612, 16.145, 28.650
-180.563, -130.418, 16.104, 28.700
-180.555, -131.222, 16.063, 28.750
-180.548, -132.023, 16.022, 28.800
-180.541, -132.823, 15.981, 28.850
-180.533, -133.621, 15.940, 28.900
-180.526, -134.416, 15.900, 28.950
-180.519, -135.210, 15.859, 29.000
-180.511, -136.002, 15.819, 29.050
-180.504, -136.791, 15.779, 29.100
-180.496, -137.579, 15.739, 29.150
-180.489, -138.364, 15.699, 29.200
-180.481, -139.148, 15.659, 29.250
-180.474, -139.929, 15.620, 29.300
-180.466, -140.709, 15.580, 29.350
-180.459, -141.487, 15.541, 29.400
-180.451, -142.262, 15.501, 29.450
-180.443, -143.036, 15.462, 29.500
-180.436, -143.808, 15.423, 29.550
-180.428, -144.578, 15.384, 29.600
-180.421, -145.346, 15.345, 29.650
-180.413, -146.112, 15.307, 29.700
-180.405, -146.876, 15.268, 29.750
-180.397, -147.638, 15.230, 29.800
-180.390, -148.398, 15.191, 29.850
-180.382, -149.156, 15.153, 29.900
-180.374, -149.912, 15.115, 29.950
-180.366, -150.667, 15.077, 30.000
-180.358, -151.419, 15.039, 30.050
-180.350, -152.170, 15.001, 30.100
-180.342, -152.919, 14.964, 30.150
-180.334, -153.666, 14.926, 30.200
-180.326, -154.411, 14.889, 30.250
-180.318, -155.154, 14.851, 30.300
-180.310, -155.895, 14.814, 30.350
-180.302, -156.635, 14.776, 30.400
-180.294, -157.372, 14.739, 30.450
-180.286, -158.108, 14.702, 30.500
-180.278, -158.842, 14.666, 30.550
-180.270, -159.574, 14.629, 30.600
-180.261, -160.304, 14.592, 30.650
-180.253, -161.032, 14.556, 30.700
-180.245, -161.759, 14.519, 30.750
-180.237, -162.483, 14.483, 30.800
-180.227, -163.206, 14.446, 30.850
-180.219, -163.927, 14.410, 30.900
-180.210, -164.647, 14.374, 30.950
-180.201, -165.364, 14.338, 31.000
-180.192, -166.080, 14.302, 31.050
-180.183, -166.794, 14.266, 31.100
-180.174, -167.506, 14.231, 31.150
-180.165, -168.216, 14.195, 31.200
-180.156, -168.925, 14.160, 31.250
-180.147, -169.631, 14.124, 31.300
-180.138, -170.336, 14.089, 31.350
-180.129, -171.040, 14.054, 31.400
-180.120, -171.741, 14.019, 31.450
-180.111, -172.441, 13.983, 31.500
-180.102, -173.139, 13.949, 31.550
-180.093, -173.835, 13.914, 31.600
-180.084, -174.529, 13.879, 31.650
-180.075, -175.222, 13.844, 31.700
-180.065, -175.913, 13.809, 31.750
-180.056, -176.602, 13.775, 31.800
-180.046, -177.290, 13.741, 31.850
-180.037, -177.976, 13.706, 31.900
-180.027, -178.660, 13.672, 31.950
-180.018, -179.342, 13.638, 32.000
-180.008, -180.023, 13.604, 32.050
-179.998, -180.702, 13.570, 32.100
-179.988, -181.379, 13.536, 32.150
-179.978, -182.055, 13.502, 32.200
-179.968, -182.729, 13.468, 32.250
-179.957, -183.401, 13.435, 32.300
-179.947, -184.071, 13.401, 32.350
-179.936, -184.740, 13.368, 32.400
-179.926, -185.407, 13.334, 32.450
-179.914, -186.073, 13.301, 32.500
-179.902, -186.737, 13.268, 32.550
-179.889, -187.399, 13.235, 32.600
-179.877, -188.059, 13.202, 32.650
-179.864, -188.718, 13.169, 32.700
-179.852, -189.376, 13.136, 32.750
-179.839, -190.031, 13.103, 32.800
-179.826, -190.685, 13.071, 32.850
-179.813, -191.337, 13.038, 32.900
-179.799, -191.988, 13.005, 32.950
-179.785, -192.637, 12.973, 33.000
-179.771, -193.285, 12.940, 33.050
-179.751, -193.930, 12.906, 33.100
-179.727, -194.574, 12.873, 33.150
-179.696, -195.215, 12.837, 33.200
-179.656, -195.855, 12.801, 33.250
-179.608, -196.492, 12.768, 33.300
-179.549, -197.126, 12.741, 33.350
-179.482, -197.759, 12.737, 33.400
-179.404, -198.392, 12.753, 33.450
-179.315, -199.024, 12.786, 33.500
-179.217, -199.657, 12.839, 33.550
-179.108, -200.292, 12.902, 33.600
-178.987, -200.928, 12.973, 33.650
-178.857, -201.567, 13.053, 33.700
-178.718, -202.207, 13.134, 33.750
-178.567, -202.849, 13.213, 33.800
-178.408, -203.492, 13.295, 33.850
-178.240, -204.138, 13.375, 33.900
-178.062, -204.785, 13.453, 33.950
-177.876, -205.434, 13.532, 34.000
-177.681, -206.084, 13.608, 34.050
-177.478, -206.736, 13.683, 34.100
-177.268, -207.389, 13.760, 34.150
-177.050, -208.044, 13.834, 34.200
-176.824, -208.700, 13.908, 34.250
-176.592, -209.358, 13.983, 34.300
-176.352, -210.017, 14.057, 34.350
-176.105, -210.678, 14.131, 34.400
-175.852, -211.340, 14.205, 34.450
-175.592, -212.003, 14.279, 34.500
-175.325, -212.668, 14.353, 34.550
-175.051, -213.333, 14.427, 34.600
-174.772, -214.001, 14.502, 34.650
-174.486, -214.670, 14.577, 34.700
-174.193, -215.340, 14.652, 34.750
-173.896, -216.012, 14.728, 34.800
-173.592, -216.685, 14.803, 34.850
-173.282, -217.360, 14.879, 34.900
